src_port,dst_port,protocol,ip_version,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,label
45160,5201,6,4,59718.712,2,120,0.03,1,60,6986.428,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.03,3493.214,3493.184,6986.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8080,56026,6,4,58587.294,3,180,6372.841,2,120,0.028,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.028,2124.28,3003.138,6371.359,1.453,1.453,0.0,1.453,0.0,0.0,0.0,0.0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
51204,8080,6,4,51842.131,2,120,0.014,1,60,2832.255,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.014,1416.128,1416.114,2832.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,45762.547,7,588,0,0,0,7.88,7,588,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.007,1.126,0.784,2.496,0.0,0.0,0.0,0.0,0.467,1.312,0.688,2.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,40657.068,20,1680,16.05,10,840,30.436,10,840,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,1.522,2.594,9.18,0.468,1.782,2.747,9.18,0.35,0.624,0.67,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,38427.841,5,420,7473.929,4,336,0.011,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.011,1494.786,2987.734,7470.253,1.21,1.222,0.009,1.231,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,31052.474,17,1428,16.376,5,420,134.497,12,1008,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,7.912,8.493,32.474,0.641,4.091,5.408,13.442,1.171,9.456,9.165,32.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,30980.142,1,112,0,0,0,0.015,1,112,112.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,112.0,112.0,0.0,112.0,0.015,0.015,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,27855.295,4,336,6.302,2,168,145.442,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,36.361,54.853,131.232,6.294,6.294,0.0,6.294,7.908,7.908,0.0,7.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,24982.601,3,252,10091.116,2,168,0.008,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,3363.705,4753.432,10086.073,5.035,5.035,0.0,5.035,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53256,8080,6,4,18874.656,2,120,0.016,1,60,18569.565,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.016,9284.782,9284.766,18569.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,12264.969,1,84,0,0,0,0.016,1,84,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.016,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50160,8080,6,4,8815.487,1,60,1.201,1,60,0,0,0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,1.201,1.201,0.0,1.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,54700,6,4,4049.259,2,120,0,0,0,21.225,2,120,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.013,10.612,10.599,21.211,0.0,0.0,0.0,0.0,21.211,21.211,0.0,21.211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,4,4030.642,1,88,0,0,0,0.02,1,88,88.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,88.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,45192,6,4,1790.794,3,180,9.969,3,180,0,0,0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.02,3.323,2.358,5.373,4.575,4.974,0.399,5.373,0.0,0.0,0.0,0.0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,69582.57,8,672,368.863,2,168,1696.436,6,504,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.018,212.054,247.009,794.876,368.845,368.845,0.0,368.845,15.063,106.539,68.142,172.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,69210.689,10,840,786.702,5,420,1568.133,5,420,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.013,156.813,208.762,696.904,80.851,196.672,98.14,350.242,3.521,21.132,15.918,44.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,56460,6,4,65795.753,1,60,0,0,0,0.032,1,60,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.032,0.032,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,4,105145.264,14,1176,46841.207,6,504,46821.771,8,672,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.005,3345.8,9196.502,34485.229,1.246,9368.24,18730.481,46829.203,1.299,4930.177,12065.8,34485.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51204,8080,6,4,61920.553,2,120,0.014,1,60,2832.255,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.014,1416.128,1416.114,2832.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,55840.244,7,588,0,0,0,7.88,7,588,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.007,1.126,0.784,2.496,0.0,0.0,0.0,0.0,0.467,1.312,0.688,2.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,50734.825,20,1680,16.05,10,840,30.436,10,840,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,1.522,2.594,9.18,0.468,1.782,2.747,9.18,0.35,0.624,0.67,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,48505.841,5,420,7473.929,4,336,0.011,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.011,1494.786,2987.734,7470.253,1.21,1.222,0.009,1.231,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,41130.877,17,1428,16.376,5,420,134.497,12,1008,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,7.912,8.493,32.474,0.641,4.091,5.408,13.442,1.171,9.456,9.165,32.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,41056.349,1,112,0,0,0,0.015,1,112,112.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,112.0,112.0,0.0,112.0,0.015,0.015,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,37931.575,4,336,6.302,2,168,145.442,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,36.361,54.853,131.232,6.294,6.294,0.0,6.294,7.908,7.908,0.0,7.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,35053.677,3,252,10091.116,2,168,0.008,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,3363.705,4753.432,10086.073,5.035,5.035,0.0,5.035,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53256,8080,6,4,28945.734,2,120,0.016,1,60,18569.565,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.016,9284.782,9284.766,18569.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,22336.12,1,84,0,0,0,0.016,1,84,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.016,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50160,8080,6,4,18886.703,3,180,1.201,1,60,14939.415,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,1.201,4979.805,7019.998,14907.566,0.0,0.0,0.0,0.0,30.647,30.647,0.0,30.647,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
5201,54700,6,4,14120.775,2,120,0,0,0,21.225,2,120,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.013,10.612,10.599,21.211,0.0,0.0,0.0,0.0,21.211,21.211,0.0,21.211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,4,14102.459,1,88,0,0,0,0.02,1,88,88.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,88.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,45192,6,4,11862.581,3,180,9.969,3,180,0,0,0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.02,3.323,2.358,5.373,4.575,4.974,0.399,5.373,0.0,0.0,0.0,0.0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,9199.682,8,672,2.62,4,336,52.703,4,336,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.006,6.588,12.265,38.512,0.687,0.871,0.24,1.211,1.924,3.857,2.603,7.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,5427.989,1,84,0,0,0,0.012,1,84,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.012,0.012,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,3851.082,4,336,1.626,2,168,29.847,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,7.462,10.327,25.258,1.612,1.612,0.0,1.612,2.963,2.963,0.0,2.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45160,5201,6,4,69810.759,2,120,0.03,1,60,6986.428,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.03,3493.214,3493.184,6986.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8080,56026,6,4,68679.094,3,180,6372.841,2,120,0.028,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.028,2124.28,3003.138,6371.359,1.453,1.453,0.0,1.453,0.0,0.0,0.0,0.0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,4,58592.899,5,420,7473.929,4,336,0.011,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.011,1494.786,2987.734,7470.253,1.21,1.222,0.009,1.231,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,51221.454,17,1428,16.376,5,420,134.497,12,1008,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,7.912,8.493,32.474,0.641,4.091,5.408,13.442,1.171,9.456,9.165,32.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,51146.705,1,112,0,0,0,0.015,1,112,112.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,112.0,112.0,0.0,112.0,0.015,0.015,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,48021.759,4,336,6.302,2,168,145.442,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,36.361,54.853,131.232,6.294,6.294,0.0,6.294,7.908,7.908,0.0,7.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,45143.152,3,252,10091.116,2,168,0.008,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,3363.705,4753.432,10086.073,5.035,5.035,0.0,5.035,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53256,8080,6,4,39035.44,2,120,0.016,1,60,18569.565,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.016,9284.782,9284.766,18569.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,32425.615,1,84,0,0,0,0.016,1,84,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.016,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50160,8080,6,4,28976.771,3,180,1.201,1,60,14939.415,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,1.201,4979.805,7019.998,14907.566,0.0,0.0,0.0,0.0,30.647,30.647,0.0,30.647,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
5201,54700,6,4,24210.609,2,120,0,0,0,21.225,2,120,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.013,10.612,10.599,21.211,0.0,0.0,0.0,0.0,21.211,21.211,0.0,21.211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,4,24191.862,1,88,0,0,0,0.02,1,88,88.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,88.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,45192,6,4,21951.803,3,180,9.969,3,180,0,0,0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.02,3.323,2.358,5.373,4.575,4.974,0.399,5.373,0.0,0.0,0.0,0.0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,19288.682,8,672,2.62,4,336,52.703,4,336,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.006,6.588,12.265,38.512,0.687,0.871,0.24,1.211,1.924,3.857,2.603,7.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,15516.621,4,336,11781.543,3,252,0.012,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.012,2945.386,5099.453,11777.898,1.447,1.817,0.37,2.187,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,13939.7,4,336,1.626,2,168,29.847,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,7.462,10.327,25.258,1.612,1.612,0.0,1.612,2.963,2.963,0.0,2.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,115295.807,14,1176,46841.207,6,504,46821.771,8,672,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.005,3345.8,9196.502,34485.229,1.246,9368.24,18730.481,46829.203,1.299,4930.177,12065.8,34485.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51204,8080,6,4,72019.831,2,120,0.014,1,60,2832.255,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.014,1416.128,1416.114,2832.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,65939.23,7,588,0,0,0,7.88,7,588,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.007,1.126,0.784,2.496,0.0,0.0,0.0,0.0,0.467,1.312,0.688,2.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,60833.978,20,1680,16.05,10,840,30.436,10,840,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,1.522,2.594,9.18,0.468,1.782,2.747,9.18,0.35,0.624,0.67,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,58036.82,4,336,6.302,2,168,145.442,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,36.361,54.853,131.232,6.294,6.294,0.0,6.294,7.908,7.908,0.0,7.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,55158.396,3,252,10091.116,2,168,0.008,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,3363.705,4753.432,10086.073,5.035,5.035,0.0,5.035,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53256,8080,6,4,49050.158,2,120,0.016,1,60,18569.565,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.016,9284.782,9284.766,18569.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,42440.308,1,84,0,0,0,0.016,1,84,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.016,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50160,8080,6,4,38990.775,3,180,1.201,1,60,14939.415,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,1.201,4979.805,7019.998,14907.566,0.0,0.0,0.0,0.0,30.647,30.647,0.0,30.647,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
5201,54700,6,4,34224.503,2,120,0,0,0,21.225,2,120,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.013,10.612,10.599,21.211,0.0,0.0,0.0,0.0,21.211,21.211,0.0,21.211,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,4,34205.742,1,88,0,0,0,0.02,1,88,88.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,88.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,45192,6,4,31965.665,3,180,9.969,3,180,0,0,0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.02,3.323,2.358,5.373,4.575,4.974,0.399,5.373,0.0,0.0,0.0,0.0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,29302.525,8,672,2.62,4,336,52.703,4,336,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.006,6.588,12.265,38.512,0.687,0.871,0.24,1.211,1.924,3.857,2.603,7.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,25532.649,4,336,11781.543,3,252,0.012,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.012,2945.386,5099.453,11777.898,1.447,1.817,0.37,2.187,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,23956.093,4,336,1.626,2,168,29.847,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,7.462,10.327,25.258,1.612,1.612,0.0,1.612,2.963,2.963,0.0,2.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,7885.393,1,84,0.01,1,84,0,0,0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,38618,6,4,4769.339,1,60,0,0,0,0.008,1,60,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.008,0.008,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54418,8080,6,4,1067.601,1,60,0.009,1,60,0,0,0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,68620.978,5,420,7473.929,4,336,0.011,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.011,1494.786,2987.734,7470.253,1.21,1.222,0.009,1.231,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,61245.581,17,1428,16.376,5,420,134.497,12,1008,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,7.912,8.493,32.474,0.641,4.091,5.408,13.442,1.171,9.456,9.165,32.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
